22;1.19079125;[9 , 8 , 7 , 40 , 18 , 44 , 37 , 23 , 47 , 36 , 48 , 17 , 16 , 2 , 31 , 38 , 39 , 4 , 14 , 5 , 3 , 42 , 32 , 50 , 10 , 51 , 13 , 12 , 46 , 25 , 26 , 27 , 11 , 24 , 45 , 15 , 28 , 49 , 19 , 20 , 41 , 6 , 1 , 29 , 22 , 30 , 21 , 0 , 43 , 33 , 34 , 35];8990.542126999999
21;1.17999875;[41 , 29 , 28 , 27 , 25 , 46 , 15 , 49 , 19 , 22 , 43 , 45 , 24 , 3 , 50 , 10 , 51 , 13 , 12 , 26 , 11 , 32 , 42 , 9 , 8 , 7 , 40 , 18 , 44 , 2 , 17 , 31 , 48 , 35 , 34 , 33 , 36 , 47 , 23 , 4 , 5 , 14 , 37 , 39 , 38 , 0 , 21 , 30 , 20 , 16 , 6 , 1];9227.510095
20;1.1820837499999999;[23 , 5 , 3 , 14 , 4 , 37 , 39 , 42 , 32 , 9 , 8 , 7 , 40 , 18 , 44 , 2 , 17 , 30 , 20 , 16 , 41 , 6 , 1 , 29 , 22 , 19 , 49 , 15 , 45 , 24 , 11 , 50 , 10 , 51 , 13 , 12 , 26 , 27 , 25 , 46 , 28 , 48 , 31 , 21 , 0 , 43 , 33 , 34 , 35 , 38 , 36 , 47];8411.454775
19;1.1732900000000002;[34 , 35 , 38 , 39 , 36 , 37 , 23 , 47 , 24 , 27 , 26 , 25 , 45 , 33 , 48 , 31 , 0 , 21 , 30 , 17 , 2 , 40 , 7 , 18 , 44 , 42 , 32 , 8 , 9 , 14 , 4 , 5 , 3 , 11 , 50 , 10 , 51 , 13 , 12 , 46 , 28 , 29 , 1 , 6 , 41 , 16 , 20 , 22 , 19 , 49 , 15 , 43];9317.3928
18;1.1779575;[38 , 33 , 43 , 15 , 49 , 19 , 22 , 30 , 17 , 16 , 2 , 40 , 7 , 8 , 9 , 18 , 44 , 31 , 48 , 35 , 45 , 25 , 12 , 13 , 51 , 10 , 50 , 32 , 42 , 14 , 23 , 47 , 36 , 34 , 0 , 21 , 20 , 41 , 6 , 1 , 29 , 28 , 46 , 26 , 27 , 11 , 24 , 3 , 5 , 4 , 37 , 39];9060.199572
17;1.18898875;[15 , 45 , 24 , 11 , 27 , 26 , 12 , 13 , 51 , 10 , 50 , 3 , 5 , 39 , 38 , 31 , 44 , 18 , 40 , 7 , 8 , 9 , 32 , 42 , 14 , 28 , 29 , 41 , 1 , 6 , 16 , 2 , 17 , 48 , 35 , 34 , 33 , 43 , 46 , 25 , 36 , 37 , 4 , 23 , 47 , 0 , 21 , 30 , 20 , 22 , 19 , 49];9798.547413
16;1.1839225;[15 , 28 , 46 , 12 , 13 , 51 , 10 , 50 , 32 , 42 , 9 , 8 , 7 , 40 , 18 , 44 , 2 , 17 , 30 , 21 , 0 , 33 , 34 , 35 , 48 , 31 , 38 , 39 , 37 , 14 , 4 , 36 , 49 , 19 , 29 , 41 , 1 , 6 , 16 , 20 , 22 , 43 , 45 , 11 , 27 , 26 , 25 , 24 , 3 , 5 , 23 , 47];9184.630273
15;1.20066125;[20 , 16 , 2 , 40 , 8 , 9 , 7 , 18 , 44 , 31 , 48 , 35 , 38 , 39 , 36 , 37 , 14 , 4 , 23 , 47 , 5 , 3 , 24 , 11 , 50 , 10 , 51 , 13 , 12 , 26 , 27 , 32 , 42 , 21 , 17 , 30 , 0 , 22 , 19 , 49 , 15 , 43 , 34 , 33 , 45 , 25 , 46 , 28 , 29 , 1 , 6 , 41];9230.911129
14;1.1927075;[42 , 9 , 8 , 7 , 40 , 31 , 48 , 0 , 21 , 44 , 18 , 2 , 17 , 30 , 20 , 6 , 1 , 41 , 16 , 29 , 22 , 19 , 49 , 28 , 15 , 45 , 43 , 33 , 34 , 35 , 38 , 39 , 36 , 37 , 47 , 23 , 4 , 14 , 5 , 3 , 24 , 11 , 27 , 26 , 25 , 46 , 12 , 13 , 51 , 10 , 50 , 32];8235.775584
13;1.1880425000000001;[38 , 34 , 0 , 22 , 29 , 41 , 6 , 1 , 28 , 46 , 25 , 45 , 33 , 44 , 18 , 40 , 7 , 8 , 9 , 32 , 42 , 3 , 24 , 11 , 50 , 10 , 51 , 13 , 12 , 26 , 27 , 47 , 36 , 35 , 48 , 31 , 2 , 16 , 20 , 30 , 17 , 21 , 19 , 49 , 15 , 43 , 23 , 14 , 5 , 4 , 37 , 39];9634.408392
12;1.18150125;[20 , 29 , 41 , 1 , 6 , 16 , 2 , 40 , 7 , 8 , 9 , 18 , 44 , 42 , 32 , 3 , 5 , 14 , 4 , 23 , 47 , 24 , 27 , 26 , 25 , 46 , 12 , 13 , 51 , 10 , 50 , 11 , 45 , 43 , 33 , 36 , 37 , 39 , 38 , 35 , 34 , 48 , 31 , 21 , 0 , 15 , 28 , 49 , 19 , 22 , 30 , 17];8702.985652000001
11;1.1922074999999999;[25 , 26 , 12 , 13 , 51 , 10 , 27 , 24 , 23 , 37 , 36 , 33 , 49 , 19 , 22 , 30 , 17 , 16 , 2 , 40 , 7 , 8 , 9 , 18 , 44 , 31 , 43 , 15 , 28 , 29 , 1 , 6 , 41 , 20 , 21 , 0 , 48 , 34 , 35 , 38 , 39 , 14 , 42 , 32 , 50 , 11 , 3 , 5 , 4 , 47 , 45 , 46];9287.188479999999
10;1.1824575000000002;[21 , 22 , 19 , 49 , 43 , 33 , 35 , 18 , 40 , 7 , 8 , 9 , 32 , 42 , 37 , 34 , 0 , 30 , 17 , 31 , 38 , 39 , 4 , 24 , 11 , 50 , 10 , 51 , 13 , 46 , 25 , 12 , 26 , 27 , 45 , 15 , 28 , 29 , 1 , 6 , 41 , 20 , 16 , 2 , 44 , 14 , 3 , 5 , 23 , 47 , 36 , 48];9497.060551
9;1.1776525;[28 , 15 , 45 , 43 , 33 , 34 , 35 , 38 , 31 , 44 , 7 , 8 , 9 , 42 , 32 , 50 , 11 , 10 , 51 , 13 , 12 , 46 , 25 , 26 , 27 , 24 , 3 , 5 , 23 , 47 , 36 , 37 , 4 , 14 , 39 , 48 , 18 , 40 , 2 , 16 , 0 , 21 , 17 , 30 , 20 , 6 , 1 , 41 , 29 , 22 , 19 , 49];8769.135106
8;1.16855;[0 , 33 , 34 , 35 , 38 , 36 , 47 , 23 , 24 , 11 , 10 , 51 , 13 , 12 , 26 , 46 , 28 , 15 , 49 , 19 , 29 , 22 , 30 , 44 , 18 , 40 , 7 , 8 , 9 , 42 , 32 , 50 , 3 , 14 , 39 , 37 , 4 , 5 , 27 , 25 , 45 , 43 , 48 , 31 , 17 , 2 , 16 , 6 , 1 , 41 , 20 , 21];9684.558933
7;1.1699275;[24 , 46 , 12 , 27 , 11 , 3 , 4 , 14 , 40 , 9 , 8 , 7 , 18 , 44 , 0 , 21 , 17 , 2 , 16 , 20 , 41 , 6 , 1 , 29 , 28 , 49 , 19 , 22 , 30 , 31 , 48 , 34 , 35 , 42 , 32 , 50 , 10 , 51 , 13 , 26 , 25 , 45 , 15 , 43 , 33 , 38 , 39 , 37 , 36 , 47 , 23 , 5];9797.960255
6;1.17579;[39 , 36 , 3 , 10 , 51 , 12 , 46 , 25 , 24 , 23 , 47 , 45 , 15 , 44 , 7 , 8 , 9 , 32 , 42 , 14 , 5 , 4 , 37 , 49 , 19 , 17 , 16 , 20 , 41 , 6 , 1 , 29 , 22 , 43 , 50 , 11 , 27 , 26 , 13 , 28 , 0 , 31 , 18 , 40 , 2 , 30 , 21 , 48 , 35 , 34 , 33 , 38];11636.590505
5;1.1793500000000001;[26 , 51 , 10 , 50 , 11 , 24 , 15 , 28 , 22 , 41 , 1 , 6 , 16 , 20 , 29 , 19 , 49 , 47 , 5 , 14 , 39 , 38 , 44 , 18 , 9 , 8 , 7 , 40 , 2 , 17 , 30 , 0 , 48 , 34 , 36 , 23 , 3 , 37 , 35 , 31 , 21 , 43 , 33 , 4 , 42 , 32 , 45 , 46 , 25 , 27 , 13 , 12];10733.76185
4;1.1569525;[45 , 27 , 26 , 13 , 12 , 51 , 46 , 25 , 3 , 4 , 47 , 36 , 38 , 39 , 21 , 17 , 40 , 18 , 44 , 2 , 16 , 20 , 41 , 6 , 1 , 29 , 30 , 0 , 43 , 33 , 31 , 34 , 35 , 48 , 7 , 8 , 9 , 42 , 32 , 50 , 10 , 11 , 24 , 5 , 14 , 23 , 37 , 15 , 19 , 22 , 49 , 28];10616.227929
3;1.10758375;[37 , 42 , 14 , 32 , 9 , 8 , 39 , 38 , 4 , 50 , 10 , 51 , 12 , 13 , 15 , 45 , 24 , 23 , 47 , 36 , 31 , 48 , 43 , 49 , 0 , 21 , 44 , 18 , 40 , 7 , 2 , 20 , 17 , 30 , 16 , 6 , 1 , 41 , 29 , 28 , 22 , 19 , 35 , 34 , 33 , 27 , 26 , 25 , 46 , 11 , 5 , 3];11965.893476
2;1.0588674999999999;[41 , 19 , 15 , 45 , 24 , 32 , 50 , 5 , 4 , 3 , 38 , 31 , 30 , 29 , 28 , 22 , 21 , 20 , 0 , 17 , 16 , 2 , 44 , 18 , 40 , 39 , 37 , 36 , 35 , 34 , 33 , 49 , 48 , 47 , 10 , 11 , 27 , 26 , 25 , 12 , 13 , 51 , 46 , 43 , 42 , 23 , 14 , 9 , 8 , 7 , 6 , 1];13418.634240999996
